a-dreamers-universe 162750994618 "2017-07-08 17:16:33 GMT" http://a-dreamers-universe.tumblr.com/post/162750994618/am-i-the-only-one-who-gets-heartbroken-when-harry  True text
a-dreamers-universe 154507458043 "2016-12-15 14:35:28 GMT" http://a-dreamers-universe.tumblr.com/post/154507458043/ian-mckellen-beauty-and-the-beast-table-read "klstheword: Here’s a little reminder of that first day!Tuesday 14 April 2015Shepperton Studios, LondonIan McKellen recalls the dayBEAUTY AND THE BEAST starts!The first read-through of a film-script gathers together the cast to meet ‘round a table and speak their words outloud for the first time: a nerve-wracking occasion as we try to impress each other and at the same time somewhat underplay, lest our initial reading is not quite what the director has in mind. Today there were sly glances at our director Bill Condon, who thankfully smiled benignly throughout. Behind him and ‘round us there was a further audience - Disney producers who we may not meet again until the movie’s premiere, plus colleagues in charge of cameras, lighting, sound, sets, costume and make-up who will be our constant companions throughout the shooting schedule.Today Beauty and her Beast (Emma Watson and Dan Stevens) read with their supporting cast: and a happy reunion it was for me, next to Mr Holmes’ “Lady in Grey” (Hattie Morahan) along from Bard the Bowman (Luke Evans) and Kevin Kline, who I haven’t seen since we received our Tony Awards together in 1981. The cast were seated 'round four long trestle tables placed in a square. In the middle on their own little stage there was a large clock and a feather duster and a candelabra, who all remained static throughout the morning. Elsewhere, everything and everyone was alive and even kicking, high-kicking too. Bill Condon had decided to put on a show and I’ve never seen or heard anything like it.I arrived nearly late after a two-hour drive across London’s morning rush-hour: and into Shepperton Studios where films have been made since 1931. There were clusters of white roses on the tables and a mike for each actor so we could be heard above the music from the electronic keyboard and percussion and the glorious voices of a 30-strong choir. They were impressive enough, until the studio lights dimmed and the chorus sprang up and danced their merry way through the classic songs by Alan Menken, who was sitting next to Tim Rice who has contributed some new ones. It’s the first time that I’ve heard applause at a read-through, let alone a standing ovation by the end. The legendary Audra McDonald had sung and Emma Thompson too (a cupboard and a teapot in the Beast’s bewitched household).But my favourite moment, because it made me weepy, was when the Beast’s loving arm was placed tentatively on Belle’s shoulder after their pas de deux. Clearly dancing and singing rehearsals had started before today. My own are to come. I’m going to have to work hard to equal what has already been achieved. All the long way home, I hummed Be my Guest, in which I shall get to sing a line or two. Aren’t I the lucky one ….." False link
a-dreamers-universe 128488341223 "2015-09-06 16:27:46 GMT" http://a-dreamers-universe.tumblr.com/post/128488341223/okay-listen-up-swifties "I’m making this as a warning for everyone. You know there’s this new advertising with eos that Taylor has done (I found it so cute)? Well for all of you that are publishing pictures/videos or anything else, pay attention, because they are DELETING some pages. This one in the link, for example, is a page that I had followed since 2011 when I became a fan and it had 10.000 likes on facebook (it’s not a lot, but we’re not so many in Italy). It disappeared yesterday. Even on tumbrl they’re deleting stuff. Soooooo swifties, if you don’t want to see the work of years going to waste pay attention, because they’re not kidding I don’t even know why they’re doing this… I’m so sad :(" True link
a-dreamers-universe 112249182328 "2015-02-27 20:51:38 GMT" http://a-dreamers-universe.tumblr.com/post/112249182328/its-black-and-blue "Everyone take a deep breath <3 also that cutie pie of taylorswift *^* she was so lovely :3" True link
a-dreamers-universe 106064403283 "2014-12-24 16:34:16 GMT" http://a-dreamers-universe.tumblr.com/post/106064403283/rustic-autumn-leaves-is-it-okay-to-say-that-i "rustic-autumn-leaves:  Is it okay to say that I was actually really disappointed by The Hobbit: The Battle of Five Armies? I mean, yes, there were some good moments but considering it was the finale to not one, but TWO trilogies, it was a real let down. —Spoilers ahead— For starters, Smaug’s attack of Lake Town was…  SPOILERSI saw the film yesterday and I must say that I completely agree eith you. Actually, I’m not a huge fan, but my boyfriend is, and when we came out the cinema we thiught the exactly same things. Everything was way too much. Smaug died in 5 minutes and, even if also in the book he doesn’t survive until the very end, everything was so fast that I seriously thought Smaug was somehow faking his death… Beside that and all of the scenes you mentioned, I also found ridiculous the scene where Bard kills a giant ogre by going on an old carriage (wagon? Whatever) and running on it down a downhill in the city near the mountain.That was definitely the moment when I lost it and started talking every single moment (which usually means that something way over the possible is happening in the film).I appreciated lots of other things, though. I loved when all the dwarves went to the doors of the mountain to say goodbye to Bilbo, and I loved the speech between Tauriel and Thranduil after Kíli’s death, but… Yes, I mean… I didn’t like it as I loved the desolation of Smaug, which is my favourite between the three of the hobbit…" False link
a-dreamers-universe 104261155638 "2014-12-03 19:20:11 GMT" http://a-dreamers-universe.tumblr.com/post/104261155638/open-casting-call-for-disneys-moana "fuckyeahworldoftaika:   Walt Disney Animation Studios is launching a global casting call for a key role for their upcoming feature, Moana, a comedy-adventureset 2,000 years ago in Oceania about a spirited teenager who learns that the future of her people is in jeopardy. Along with a lovable pot belly pig and a legendary hero, Moana searches for a mythical island, traversing the open ocean and encountering mystical sea creatures and underworlds on an action-packed quest to save her world and make her ancestors proud.Directed by the renowned filmmaking team of Ron Clements and John Musker (“The Little Mermaid,” “The Princess and the Frog,” “Aladdin”), and produced by Osnat Shurer, this CG-animated adventure sets sail in late 2016. Character breakdown:MOANA – (female, 14-18) Smart, passionate, and funny. Brave, inquisitive, and confident. A teenager who yearns for something more. Strong singing voice a must.”Titiro Mai! Here is a quick guide for you:Send a video of yourself framed close up, showing your head and shoulders with plenty of light on you.Introduce yourself. Practice this several times before you film.Tell us why you would make a great Moana.Then tell us your email contact and your phone contacts. Check with mum and dad if you are under the age of 18 years.Then widen the frame & film yourself in mid shot singing part of a song that you do well (no longer than one minute)Upload the video to youtube or similar sharing site (make sure to keep it private) then send us the LINK in a private message on our FB page: cnacasting or on the website cnacasting.com  " False link
a-dreamers-universe 98887098813 "2014-10-01 13:36:53 GMT" http://a-dreamers-universe.tumblr.com/post/98887098813/what-could-have-been-treasure-planet-2 "Two words: Silver’s backstory" True link
a-dreamers-universe 98641936858 "2014-09-28 15:56:48 GMT" http://a-dreamers-universe.tumblr.com/post/98641936858/kristoffbjorgman-im-sure-everyone-is-already "kristoffbjorgman:  I’m sure everyone is already AWARE that in the BIG HERO 6 trailer there is a SUPER SECRET cameo of PRINCE HANS in the police station on a wanted poster…  …but did you know that this ISN’T just a simple, fun little SHOUT OUT and is in fact all part of a much…  Wait… What? Ah ah ah" False link
a-dreamers-universe 97424402168 "2014-09-13 23:35:18 GMT" http://a-dreamers-universe.tumblr.com/post/97424402168/neworleansladyjane-minnothebunny-domestic "neworleansladyjane:  minnothebunny:  Domestic lil kristanna things Kristoff realizing his shampoo bottle is empty and having to use Anna’s fruity kind Anna always slipping her hands under his shirt to warm her cold fingers against his body A pile of shoes beside the front door…big…  " False link
a-dreamers-universe 97379348118 "2014-09-13 13:08:19 GMT" http://a-dreamers-universe.tumblr.com/post/97379348118/feeling-a-bit-down "therealdisneyconfessions:  This post is for all the people who are feeling upset at the moment. Yes there are evil people in the world  There will always be moments where your scared. And there will always be people who are judgemental bastards. Perhaps you’ve been… " False link
a-dreamers-universe 88588797593 "2014-06-12 18:17:02 GMT" http://a-dreamers-universe.tumblr.com/post/88588797593/i-was-thinking "a-dreamers-universe:  Anna passes from this outfit:   To this at Oaken’s:   But she leaves the castle without anything beside her cape and her horse:  Soooooo I was wondering how she paid her new clothes. What’s the difference between these outfits, beside the… That’s right! *^*" False link
a-dreamers-universe 80688954910 "2014-03-25 17:15:14 GMT" http://a-dreamers-universe.tumblr.com/post/80688954910/i-am-tenth-doctor-david-tennant-doctor-who "You’re the tenth Doctor! You’re tall, handsome and get off with pretty much everyone. Allons-y!" True link
a-dreamers-universe 79966837347 "2014-03-18 13:33:06 GMT" http://a-dreamers-universe.tumblr.com/post/79966837347/17-italian-foods-that-arent-italian-at-all "The truth about Spaghetti Bolognese, Fettuccine Alfredo and other non-Italian dishes which are passed off as traditionally from the Bel Paese. And be ware of the chicken… Seriously, guys… don’t ask for a pepperoni pizza in Italy, they’ll give you a vegetable pizza. Ask for salame… not everyone does know what pepperoni is in english. in Italy “peperone” is this so, seriously… you won’t get what you want if you ask it…" True link
a-dreamers-universe 74080412900 "2014-01-21 18:42:00 GMT" http://a-dreamers-universe.tumblr.com/post/74080412900/get-frozen-again-as-elsa-sings-let-it-go-in-25 " The world can’t stop singing “Let It Go,” so Disney has released a multilingual version of Frozen’s Oscar-nominated hit song and you can watch it only on BuzzFeed!  PERFECT *^*" True link
a-dreamers-universe 73097773854 "2014-01-12 16:10:50 GMT" http://a-dreamers-universe.tumblr.com/post/73097773854/what-have-you-seen "a-dreamers-universe:  CLASSIC DISNEY 101 Dalmatians (1961) Alice in Wonderland (1951) Bambi (1942) Cinderella (1950) Dumbo (1941)  Fantasia (1940) Lady and the Tramp (1955) Mary Poppins (1964) Peter Pan (1953) Pinocchio (1940) Sleeping Beauty (1959) Snow White and the Seven Dwarfs (1937) Song of the South (1946) DISNEY’S DARK AGE The Aristocats (1970) Bedknobs & Broomsticks (1971) The Black Cauldron (1985) The Fox and the Hound (1981) The Great Mouse Detective (1986) The Jungle Book (1967) The Many Adventures of Winnie the Pooh (1977) Oliver and Company (1986) Pete’s Dragon (1977) The Rescuers (1977) Robin Hood (1973) The Sword In The Stone (1963) THE DISNEY RENAISSANCE Aladdin (1992) Beauty and the Beast (1991) A Goofy Movie (1995) James and the Giant Peach (1996) Hercules (1997) The Hunchback of Notre Dame (1996) The Lion King (1994) The Little Mermaid (1989) Mulan (1998) Pocahontas (1995) The Rescuers Down Under (1990) Tarzan (1999) DISNEY’S MODERN AGE Atlantis: The Lost Empire (2001) Bolt (2008) Brother Bear (2003)  Chicken Little (2005) Dinosaur (2000) The Emperor’s New Groove (2000) Enchanted (2007) Fantasia 2000 (2000) Home on the Range (2004) Lilo & Stitch (2002) Meet the Robinsons (2007) The Princess and the Frog (2009) Treasure Planet (2002) Tangled (2010) Wreck it Ralph (2012) Frozen (2013) DISNEY SEQUELS 101 Dalmations 2: Patch’s London Adventure (2003) 102 Dalmatians Aladdin and the King of Thieves (1996) An Extremely Goofy Movie (2000) Atlantis - Milo’s Return (2003) Bambi II (2006) Beauty and the Beast - Belle’s Magical World (1998) Beauty and the Beast - The Enchanted Christmas (1997) Cinderella II - Dreams Come True (2002) Cinderella III - A Twist in Time (2007) Kronk’s New Groove (2005) Lady & the Tramp II - Scamp’s Adventure (2001) Lilo & Stitch 2: Stitch Has a Glitch (2005) Mulan 2 (2004) Pocahontas II - Journey to a New World (1998) Return to Never Land (2002) Tarzan & Jane (2002) Tarzan II (2005) The Hunchback of Notre Dame II (2002) The Jungle Book 2 (2003) The Lion King 1 ½ (2004) The Lion King II: Simba’s Pride (1998) The Little Mermaid - Ariel’s Beginning (2008) The Little Mermaid II: Return to the Sea (2000) The Return of Jafar (1994) PIXAR A Bug’s Life (1998) Cars (2006) Finding Nemo (2003)  The Incredibles (2004) Monsters Inc. (2001) Monsters University (2013) Ratatouille (2007) Toy Story (1995) Toy Story 2 (1999) Toy Story 3 (2010)  Wall-E (2008) Up (2009) Brave (2012) …10 film and I’ll have seen all Disney’s cartoons muahahahahhahahahahaha  " False link
