sagansense 160985290710 "2017-05-23 14:22:35 GMT" https://sagansense.tumblr.com/post/160985290710/a-breakthrough-in-the-coal-industry-is-not-the  True text
sagansense 160974563505 "2017-05-23 05:07:53 GMT" https://sagansense.tumblr.com/post/160974563505/poison-dart-frogs-sometimes-inhabit-pitcher-plants  True text
sagansense 160743668635 "2017-05-16 21:09:41 GMT" https://sagansense.tumblr.com/post/160743668635/science-minister-tells-politicians-to-stop-denying "CANBERRA – The federal science minister just threw some not-too-subtle shade at a few of his parliamentary colleagues, likening climate change sceptics to anti-vaxxers and saying many had a “lack of respect” for facts around science.Senator Arthur Sinodinos gave a speech at the National Press Club in Canberra on Wednesday, his first since being named Minister for Industry, Innovation and Science in January. The federal government this week launched its National Science Statement, and much of Sinodinos’ long speech focused on Australia’s science priorities, and the links between science, education and the economy.But while Sinodinos’ address was deep and dense in policy and vision, he gave a prominent place to a notable dig at some of his colleagues who have disputed climate science and the value of vaccinations for children.“Increasingly, there has emerged a lack of respect for the scientific method in some quarters. We see the conclusions of experts being cast aside, in favour of ideological positions and selective use of facts. Denying the threat of climate change is a well-worn example; however, rejecting vaccinations – at the risk of children’s lives and public health – resurfaced just this month. The only credible response to these positions is scientific fact. And more research, and more innovative thinking. This is why innovation and science are more important than ever.”This part of the speech is obviously aimed squarely at One Nation, with Senator Malcolm Roberts focusing much of his time in the federal parliament with disputing climate change data (see here, here, here, here, here and here, among others).The party’s leader Pauline Hanson also recently came under fire for comments about vaccinations; Hanson has previously linked vaccinations to autism, and just this month, said parents should “go out and do their own research with regards to [vaccinations]” because they can “have an effect on some children”.“Eras are so often defined by their scientific advances – and in turn, science is defined by the challenges of the day… Science doesn’t exist in a vacuum, so it’s worth taking a moment to consider the context surrounding science in Australia today. ""To that end, I’d like to start by reflecting on our current economic setting: to define the challenges we all face; and explore the reason why, no matter what industry we work in, innovation and science are indispensable tools in overcoming those challenges.”Continue reading over at HuffPost AU Edition…" True link
sagansense 160741434312 "2017-05-16 20:00:21 GMT" https://sagansense.tumblr.com/post/160741434312/the-fake-but-accurate-climate-change-news  True link
sagansense 160716048108 "2017-05-16 02:00:08 GMT" https://sagansense.tumblr.com/post/160716048108/top-library-tech-trends-american-libraries "americanlibraryassoc:What new tech has your library adopted? " False link
sagansense 160688611562 "2017-05-15 08:00:23 GMT" https://sagansense.tumblr.com/post/160688611562/eduexo-the-first-robotic-exoskeleton-kit-for-stem "roboticsappreciationsociety: About this project The EduExo The EduExo is a robotic exoskeleton kit that you assemble and program yourself. It contains the hardware that you need to build an elbow exoskeleton. An accompanying handbook contains a tutorial that will guide you through the different assembly steps. In addition, the handbook provides background information on exoskeleton history, functionality and technology. In the end, you will have a good understanding about exoskeleton technology and its application, together with hands-on experience building and programming your own robotic exoskeleton. Quick Facts: What it is: It is an educational robotics kit that will help you to learn about exoskeleton technology.  It is a do-it-yourself kit that requires your active participation and willingness to learn and try new things. For whom it is: For high school and college students who want to learn about robotic exoskeleton technology to prepare themselves for a career in exoskeletons and wearable robotics.  For makers and hobbyists who are looking for an interesting and entertaining project in a fascinating field.  For teachers and professors who want to set up exoskeleton courses or labs. The EduExo provides additional teaching material and can save a lot of time and money. Project Background When thinking of robotic exoskeletons, movies such as Iron Man, Aliens or Elysium may come to your mind. But already today there are many real world exoskeletons that support rehabilitation of stroke patients, enable people with paraplegia to walk again or support workers lifting heavy objects and protecting their backs. And todays systems are just the beginning of a very promising and quickly growing field that is in need of many skilled talents within the next years. Due to the novelty of the field, getting involved and learning about robotic exoskeletons is difficult as learning material or even exoskeleton course or classes are not widely available yet. This is made even more difficult as learning about exoskeletons is not possible by theory alone, but also requires practical hands on experience (you have to see and feel it to understand it). Unfortunately, the necessary exoskeleton hardware is expensive and there are no dedicated and affordable learning devices available. This is what we intend to change with the EduExo. The EduExo recently won the Wearable Robotics Association Innovation Competition in April 2017. This prize was awarded to us by a jury of CEOs and CTOs of leading exoskeleton companies, highlighting their demand for exoskeleton talents. Click on the banner below to learn more. " False link
sagansense 160680860951 "2017-05-15 03:00:29 GMT" https://sagansense.tumblr.com/post/160680860951/here-are-eight-incredible-feats-spacex-will  True link
sagansense 160671768536 "2017-05-14 22:00:32 GMT" https://sagansense.tumblr.com/post/160671768536/a-nasa-funded-engineers-plan-to-colonize-mars "I can’t stand when journalists overhype subject matter they know very little about. Leading in with “Forget the moon. The next giant leap for mankind could be building a habitat on Mars.” is intellectually lazy. By now, it should be quite clear to all that @nasa is not the human spaceflight savior it’s been touted as. NASA has been weighed down by budgetary gravity for decades, and until SpaceX came along, there were no players in the mix working as aggressively to solve the relatively straight forward problems of aerospace/aeronautical engineering at the pace that private industry is now actively involved in. Just as mainstream media journalists and shortsighted politicians like to overhype subjects they hardly understand, so has the colonization/settlement of the Moon, Mars, and Solar System been polarized as well. Let me make something clear to everyone, from someone involved in the industry on a personal level with many friends and colleagues working on pretty grand aspects of this great journey: the Moon is a priority, and we are embarrassingly far behind as a species as far as ensuring our own survival goes. This kind of polarization has to stop. The mood and conversation surrounding human spaceflight and space exploration in general from within the walls and halls, boardrooms and casual dinners I’ve experienced over the years has not been one or the other in some kind of ultimatum sense. It’s everything, all of it, right now, as soon as we possibly can given budgetary caps and flexibility within the industry regarding new and upcoming tech. And let me tell you: it’s exciting as f*ck, and being discussed very seriously, and maturely from bioethics in the flavor of the Prime Directive, alongside conversations and architecture planning with worst case scenarios in mind. The next 10 - 20 years are going to make a very strong case for the coming of age and maturity for the human species. " True link
sagansense 160666269500 "2017-05-14 19:13:46 GMT" https://sagansense.tumblr.com/post/160666269500/scientists-have-set-a-limit-for-quantum "wakeupontheprongssideofthebed:  mindblowingscience:   For the first time, scientists have subjected quantum entanglement to extreme levels of acceleration, and there’s nothing fragile about this “spooky action at a distance”- it’s way more robust than we thought. In recent experiments, entangled particles held firm even while being accelerated to 30g - 30 times Earth’s acceleration - and the results could have a big impact on our search for a unified theory of modern physics. “These experiments shall help [us] unify the theories of quantum mechanics and relativity,” says one of the team, Rupert Ursin, from the University of Vienna, Austria.  Continue Reading.  Imagine the conversation that must have happened between quantum physicists at a world-renowned university…  “so we have the entangled photons” “okay” “and then we put em in a crate” “you put them in.. you, what?” “a crate” “why?” “drop em” “you… im sorry, you’re going to drop a crate of photons?” “ya like from a tower”  " False link
sagansense 160641037652 "2017-05-14 02:00:32 GMT" https://sagansense.tumblr.com/post/160641037652/trump-nominates-anti-science-talk-show-host-to-be "climateadaptation: Literal fringe conspiracy theorist to give advice on US food and nutrition policy. Has zero credentials and zero experience." False link
sagansense 160618427189 "2017-05-13 13:00:24 GMT" https://sagansense.tumblr.com/post/160618427189/the-epa-wants-to-know-what-you-think-about "andabunchofotherstuff: millerflintstone:  dogwithsharperteeth:  sugarforsalt: Get. On. This. Read the guidelines first, but do it. Super easy. Go for it.  Direct link [x]     Due May 15 2017, at 11:59 PM ET   Read and understand the regulatory document you are commenting on  Feel free to reach out to the agency with questions   Be concise but support your claims   Base your justification on sound reasoning, scientific evidence, and/or how you will be impacted   Address trade-offs and opposing views in your comment   There is no minimum or maximum length for an effective comment  The comment process is not a vote – one well supported comment is often more influential than a thousand form letters  " False link
sagansense 160614840915 "2017-05-13 09:32:08 GMT" https://sagansense.tumblr.com/post/160614840915/measles-making-comeback-as-parents-opt-out-of "violent-darts: bonesnail:  lightspeedsound:  hyperzephyrianlives:  orgy-of-nerdiness:  shrewreadings:  writertobridge:  I am. So angry. Listen to me. I do not care whether or not you believe vaccines cause autism. Even though studies have shown time and time again that vaccines don’t cause autism and the original study stating that there was a link with autism and vaccines was fraudulent, it does not matter. The reason that people are concerned about vaccines causing autism is because they’re not thinking of the long-term. Here’s the truth: when you are choosing to not having your child vaccinated because you’re afraid of autism, you are actively choosing death over a neurodevelopmental disorder. Let me phrase that in another way – you are either picking autism or death. It doesn’t have to be the death of your child. It can be literally any child. And death is the worst case scenario. Autism is not the worst case scenario. Death is always and will constantly be the worst case scenario. There are children who are too young to get vaccines. There are kids who have compromised immune systems that cannot get vaccines. Your child getting vaccinated prevents these illnesses from spreading and keeps those children safe. It’s called community immunity and it’s important to maintain that so people don’t die. tl;dr - Stop being a selfish asshole and get your kids vaccinated. There are worse things in the world than autism. And before anyone starts coming to my inbox screaming about how “I don’t know how bad autism can be”, I know. Not only do I have a neurodevelopmental disorder, but I also had a friend with a severely autistic brother that could not talk when he was fifteen. I know. And even after witnessing him and being through my own shit, I would still get my kids vaccinated because I want them, and other kids, to live.  WTF, people. Why the fuck do you think that your fear of autism (ungrounded, btw), beats someone else’s RIGHT TO LIVE?!?! You don’t want to vaccinate your kid. Goody gumdrops. You expose your godchild - who’s too young to be vaccinated. You expose your sister-in-law - who is going through chemo (because having cancer isn’t bad enough), and immunocompromised. You expose everyone they come in contact with - BECAUSE MEASLES STAYS ACTIVE FOR UP TO TWO HOURS ON SURFACES AND IN THE AIR OF A SPACE. Number of people killed by symptoms associated with autism diagnoses: 0. Number of people killed by measles in 2015: 134,000 Number of people killed per annum before vaccination became widespread in 1980: 2,600,000 (paraphrased from WHO). (Source: World Health Organization. http://who.int/mediacentre/factsheets/fs286/en/) VACCINATE YOUR FUCKING KIDS.  Measles is not harmless. Researchers noticed that after the measles vaccine came out, kids started dying less from other diseases as well. It turns out that measles suppresses your immune system for YEARS (and no, no amount of vitamin C or zinc is going to make up for that).  Source (on mobile so these are going to be ugly links) NPR article (easier reading, you don’t have to be a scientist): http://www.npr.org/sections/goatsandsoda/2015/05/07/404963436/scientists-crack-a-50-year-old-mystery-about-the-measles-vaccineArticle in Science (a very highly ranked journal): http://science.sciencemag.org/content/348/6235/694 VACCINATE YOUR FUCKING KIDS   Re blogging for the cartoon tho omfg  VACCINATE YOUR GODDAMN KIDS (And Yourself!)Sincerely-A pharmacist who has to deal with yearly people not getting their flu shots and then they endanger their babies.  It INFURIATES me that we’re still even having this discussion, you know?  " False link
sagansense 160584615875 "2017-05-12 13:27:29 GMT" https://sagansense.tumblr.com/post/160584615875/spacex-just-broke-a-major-milestone-in-commercial  True link
sagansense 160490536421 "2017-05-09 21:00:14 GMT" https://sagansense.tumblr.com/post/160490536421/there-must-be-more-productive-ways-to-talk-about "climateadaptation: Katharine, a climate scientist, is quickly becoming a media star: : http://www.npr.org/2017/05/09/527541032/there-must-be-more-productive-ways-to-talk-about-climate-change " False link
sagansense 160453970635 "2017-05-08 20:45:55 GMT" https://sagansense.tumblr.com/post/160453970635/epa-dismisses-members-of-major-scientific "climateadaptation: rjzimmerman: This is beyond “death by a thousand cuts.” This man was appointed to administer the EPA, which is, by law, supposed to enforce and monitor compliance with our national environmental laws. By its own policies, mission statements and regulations, the EPA, through this man, are required to take into consideration the best science when analyzing compliance with these environmental laws and whether we have an environmental problem that has to be addressed. Not science as interpreted and applied by scientists employed by, and paid by, polluters. Isn’t it time for our elected federal representatives in Congress and the Senate to call this guy out, and somehow figure out a way to remove him from office? I don’t suspect impeachment is available, unless these same politicians can find an impeachable offense, but there has to be a way, in a democracy, to eliminate a bureaucrat who is clearly not interested in protecting the people he is supposed to be protecting. Excerpt:  The Environmental Protection Agency has dismissed at least five members of a major scientific review board, the latest signal of what critics call a campaign by the Trump administration to shrink the agency’s regulatory reach by reducing the role of academic research. A spokesman for the E.P.A. administrator, Scott Pruitt, said he would consider replacing the academic scientists with representatives from industries whose pollution the agency is supposed to regulate, as part of the wide net it plans to cast. “The administrator believes we should have people on this board who understand the impact of regulations on the regulated community,” said the spokesman, J. P. Freire. The dismissals on Friday came about six weeks after the House passed a bill aimed at changing the composition of another E.P.A. scientific review board to include more representation from the corporate world. Some who opposed the dismissals denounced them as part of a broader push by the E.P.A. to downgrade science and elevate business interests. “This is completely part of a multifaceted effort to get science out of the way of a deregulation agenda,” said Ken Kimmell, the president of the Union of Concerned Scientists. “What seems to be premature removals of members of this Board of Science Counselors when the board has come out in favor of the E.P.A. strengthening its climate science, plus the severe cuts to research and development — you have to see all these things as interconnected.” The scientists dismissed from the 18-member Board of Scientific Counselors received emails from an agency official informing them that their three-year terms had expired and would not be renewed. That was contrary, the scientists said, to what they had been told by officials at the agency in January, just before Mr. Trump’s inauguration.   It’s just the beginning. He’s preparing 150 federal court nominations and has 1,352 days to do plenty more damage." False link
sagansense 160426807755 "2017-05-08 02:00:35 GMT" https://sagansense.tumblr.com/post/160426807755/carbon-tax-supporters-seek-to-sway-conservatives "rjzimmerman: The bipartisan Partnership for Responsible Growth has developed and will be running several ads targeted toward republican politicians, recognizing that the monolithic republican opposition to climate change science is creaky and may be fraying on the edges. The ads will run on cable TV. Here’s one of them:Excerpt from the article:There are signs that some Republicans are worried the party line is out of touch with many voters.“A lot of the Republican activists get it,” said Peter Bryn, who is in charge of working with conservatives for the Citizens Climate Lobby, a grassroots advocacy group that favors a carbon tax. “Climate change may not be at the top of their priority list, but they understand the issue,” he said during a conference call publicizing the ads.In March, a group of 17 House Republicans introduced a resolutionacknowledging the science on climate change and calling for some kind of action. But the resolution offered no specific approach  beyond “working constructively” on an “economically viable, and broadly supported” solution.In an interview with the Intercept last week, conservative activist Jerry Taylor said there are between 40 and 50 Republicans in the House and 10 and 12 in the Senate who do not agree with the GOP’s position on climate change. “They’re all looking for a way out of the denialist penitentiary they’ve been put into by the Tea Party,” he told the Intercept." False link
